0 -1.57898e-07
100 -5.69637e-07
200 -2.73438e-07
300 -1.17779e-07
400 -5.23881e-08
500 -2.46264e-08
600 -1.18312e-08
700 -5.82967e-09
800 -2.90596e-09
900 -1.42807e-09
0 3.5129e-06
100 6.92789e-05
200 8.85262e-05
300 9.65394e-05
400 0.000100006
500 0.000102212
600 0.000103319
700 0.000103799
800 0.00010338
900 0.000103875
1000 0.000104102
1100 0.000104213
1200 0.000103574
1300 0.00010398
1400 0.000104144
1500 0.000104239
1600 0.000103554
1700 0.000104
1800 0.000104139
1900 0.000104238
2000 0.000103532
2100 0.000104006
2200 0.000104134
2300 0.000104236
2400 0.000103508
2500 0.000104017
2600 0.000104133
2700 0.000104236
2800 0.000103474
2900 0.000104021
3000 0.000104128
3100 0.000104231
3200 0.000103408
3300 0.000104033
3400 0.00010413
3500 0.000104227
3600 0.000103373
3700 0.000104037
3800 0.00010413
3900 0.000104224
4000 0.000103337
4100 0.000104038
4200 0.000104131
4300 0.000104219
4400 0.000103273
4500 0.000104036
4600 0.000104139
4700 0.000104213
4800 0.000103245
4900 0.000104034
5000 0.000104143
5100 0.000104211
5200 0.000103218
5300 0.000104027
5400 0.000104146
5500 0.000104206
5600 0.0001032
5700 0.000104022
5800 0.000104153
5900 0.000104206
6000 0.000103174
6100 0.000103999
6200 0.000104162
6300 0.0001042
6400 0.000103168
6500 0.000103988
6600 0.000104167
6700 0.000104199
6800 0.00010317
6900 0.000103976
7000 0.000104173
7100 0.000104199
7200 0.000103172
7300 0.00010396
7400 0.000104175
7500 0.000104196
7600 0.000103196
7700 0.000103931
7800 0.000104183
7900 0.000104199
8000 0.000103208
8100 0.000103916
8200 0.000104185
8300 0.0001042
8400 0.000103219
8500 0.0001039
8600 0.000104185
8700 0.0001042
8800 0.000103244
8900 0.000103871
9000 0.000104185
9100 0.000104205
9200 0.000103251
9300 0.000103859
9400 0.000104184
9500 0.000104208
9600 0.000103253
9700 0.000103845
9800 0.00010418
9900 0.000104209
10000 0.000103258
10100 0.000103836
10200 0.000104179
10300 0.000104215
10400 0.000103254
10500 0.000103818
10600 0.000104166
10700 0.000104219
10800 0.000103249
10900 0.000103812
11000 0.000104161
11100 0.000104222
11200 0.000103248
11300 0.000103809
11400 0.000104155
11500 0.000104226
11600 0.000103243
11700 0.000103807
11800 0.00010414
11900 0.00010423
12000 0.000103241
12100 0.000103807
12200 0.000104132
12300 0.000104231
12400 0.000103244
12500 0.000103812
12600 0.000104127
12700 0.000104235
12800 0.000103242
12900 0.000103814
13000 0.000104116
13100 0.000104234
13200 0.000103238
13300 0.00010383
13400 0.000104104
13500 0.000104237
13600 0.000103233
13700 0.000103836
13800 0.000104097
13900 0.000104236
14000 0.000103218
14100 0.000103842
14200 0.00010409
14300 0.000104235
14400 0.000103202
14500 0.00010385
14600 0.000104086
14700 0.000104235
14800 0.000103144
14900 0.000103861
15000 0.000104075
15100 0.00010423
15200 0.000103113
15300 0.000103864
15400 0.000104071
15500 0.000104227
15600 0.000103082
15700 0.000103868
15800 0.000104069
15900 0.000104225
16000 0.000103022
16100 0.000103869
16200 0.000104065
16300 0.000104216
16400 0.000103001
16500 0.000103868
16600 0.000104063
16700 0.000104212
16800 0.000102989
16900 0.000103868
17000 0.000104065
17100 0.000104209
17200 0.000102977
17300 0.000103864
17400 0.000104063
17500 0.000104203
17600 0.000102974
17700 0.000103861
17800 0.000104069
17900 0.000104195
18000 0.000102975
18100 0.000103859
18200 0.000104072
18300 0.000104191
18400 0.000102969
18500 0.000103855
18600 0.000104074
18700 0.000104186
18800 0.000102964
18900 0.000103853
19000 0.00010408
19100 0.000104184
19200 0.000102924
19300 0.000103842
19400 0.000104088
19500 0.000104175
19600 0.000102889
19700 0.000103837
19800 0.000104093
19900 0.000104173
20000 0.000102855
